Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.450,0.360,0.160,0.567,0.174,0.124,0.225,12
F,0.520,0.400,0.130,0.625,0.215,0.206,0.170,15
M,0.505,0.400,0.155,0.842,0.272,0.177,0.285,12
M,0.495,0.400,0.140,0.777,0.202,0.180,0.250,15
M,0.540,0.410,0.145,0.989,0.281,0.213,0.355,19
F,0.480,0.390,0.125,0.691,0.219,0.155,0.200,12
F,0.330,0.260,0.080,0.200,0.062,0.050,0.070,9
I,0.285,0.210,0.070,0.109,0.044,0.026,0.033,5
I,0.300,0.230,0.075,0.127,0.052,0.030,0.035,6
I,0.310,0.240,0.105,0.288,0.118,0.065,0.083,6
I,0.340,0.255,0.075,0.180,0.074,0.040,0.052,6
I,0.375,0.300,0.075,0.144,0.059,0.030,0.044,7
I,0.415,0.325,0.100,0.467,0.229,0.106,0.114,7
I,0.415,0.315,0.105,0.330,0.141,0.070,0.095,6
I,0.415,0.315,0.090,0.362,0.175,0.084,0.093,6
I,0.420,0.320,0.100,0.340,0.174,0.050,0.095,8
I,0.425,0.310,0.105,0.365,0.159,0.083,0.105,6
M,0.465,0.375,0.110,0.500,0.210,0.113,0.150,8
F,0.465,0.350,0.135,0.626,0.259,0.144,0.175,8
I,0.470,0.370,0.110,0.555,0.250,0.115,0.163,8
F,0.470,0.375,0.120,0.602,0.277,0.145,0.135,8
I,0.475,0.365,0.120,0.530,0.251,0.098,0.163,10
M,0.480,0.370,0.135,0.631,0.344,0.102,0.161,7
M,0.500,0.400,0.130,0.771,0.370,0.160,0.211,8
I,0.505,0.390,0.185,0.613,0.267,0.142,0.172,7
M,0.525,0.425,0.190,0.872,0.463,0.172,0.199,9
M,0.540,0.420,0.120,0.811,0.392,0.145,0.224,9
M,0.545,0.450,0.150,0.879,0.387,0.150,0.263,11
F,0.565,0.440,0.150,0.983,0.448,0.235,0.248,9
M,0.580,0.460,0.180,1.145,0.480,0.277,0.325,11
M,0.590,0.455,0.160,1.090,0.500,0.222,0.292,9
M,0.590,0.480,0.160,1.262,0.569,0.273,0.335,9
M,0.595,0.490,0.185,1.185,0.482,0.202,0.361,10
F,0.600,0.475,0.135,1.440,0.589,0.191,0.318,9
F,0.600,0.500,0.155,1.332,0.624,0.283,0.350,8
F,0.600,0.485,0.165,1.141,0.587,0.217,0.288,9
M,0.605,0.475,0.175,1.201,0.539,0.275,0.309,10
F,0.625,0.490,0.155,1.330,0.667,0.259,0.330,10
M,0.630,0.500,0.185,1.362,0.579,0.312,0.384,10
M,0.640,0.585,0.195,1.647,0.723,0.331,0.471,12
F,0.640,0.500,0.180,1.500,0.593,0.314,0.431,11
F,0.655,0.545,0.165,1.623,0.655,0.299,0.513,12
I,0.660,0.525,0.215,1.786,0.672,0.361,0.406,11
M,0.660,0.535,0.200,1.791,0.733,0.318,0.540,15
F,0.675,0.555,0.205,1.925,0.713,0.358,0.454,13
F,0.675,0.550,0.175,1.689,0.694,0.371,0.474,13
F,0.690,0.550,0.180,1.659,0.872,0.266,0.440,9
F,0.695,0.530,0.200,2.047,0.750,0.419,0.610,14
F,0.700,0.525,0.190,1.601,0.707,0.365,0.430,10
F,0.730,0.570,0.165,2.017,1.069,0.418,0.435,10
I,0.205,0.150,0.065,0.040,0.020,0.011,0.013,4
I,0.225,0.170,0.070,0.057,0.024,0.013,0.016,4
I,0.230,0.180,0.050,0.064,0.021,0.013,0.020,5
I,0.275,0.195,0.070,0.087,0.035,0.022,0.025,4
I,0.280,0.210,0.055,0.106,0.042,0.026,0.031,5
I,0.280,0.220,0.080,0.132,0.066,0.024,0.030,5
I,0.295,0.220,0.070,0.126,0.051,0.028,0.035,6
I,0.310,0.225,0.075,0.155,0.065,0.037,0.036,6
I,0.315,0.235,0.070,0.149,0.058,0.033,0.047,7
I,0.340,0.265,0.070,0.185,0.062,0.040,0.070,7
I,0.370,0.290,0.080,0.255,0.108,0.057,0.070,6
I,0.380,0.285,0.085,0.237,0.115,0.041,0.070,6
I,0.390,0.295,0.100,0.279,0.116,0.059,0.080,7
I,0.405,0.310,0.065,0.321,0.158,0.066,0.088,6
I,0.415,0.325,0.100,0.334,0.144,0.071,0.095,7
I,0.440,0.335,0.110,0.389,0.175,0.084,0.111,7
I,0.440,0.345,0.115,0.545,0.269,0.111,0.131,6
I,0.440,0.325,0.100,0.416,0.185,0.086,0.110,6
I,0.440,0.355,0.120,0.495,0.231,0.110,0.125,7
I,0.450,0.350,0.125,0.477,0.224,0.089,0.118,6
I,0.450,0.350,0.120,0.468,0.201,0.106,0.133,8
F,0.455,0.350,0.120,0.456,0.195,0.104,0.138,7
F,0.460,0.350,0.115,0.460,0.203,0.112,0.117,6
I,0.460,0.345,0.120,0.415,0.198,0.088,0.107,7
I,0.460,0.345,0.115,0.421,0.190,0.102,0.111,6
I,0.465,0.355,0.110,0.474,0.230,0.101,0.120,7
M,0.465,0.340,0.105,0.486,0.231,0.103,0.122,9
I,0.475,0.385,0.110,0.574,0.311,0.102,0.136,7
I,0.475,0.355,0.105,0.468,0.201,0.112,0.120,8
M,0.480,0.370,0.100,0.513,0.243,0.102,0.135,8
M,0.500,0.375,0.145,0.622,0.274,0.166,0.148,7
I,0.500,0.380,0.110,0.494,0.218,0.090,0.133,7
I,0.505,0.385,0.120,0.601,0.239,0.142,0.185,7
M,0.515,0.395,0.120,0.646,0.285,0.137,0.172,9
M,0.525,0.415,0.135,0.794,0.394,0.189,0.202,7
M,0.525,0.425,0.125,0.812,0.404,0.171,0.195,8
F,0.530,0.420,0.170,0.828,0.410,0.208,0.150,6
M,0.530,0.410,0.140,0.681,0.309,0.141,0.183,6
F,0.530,0.405,0.150,0.889,0.406,0.228,0.215,8
M,0.540,0.435,0.140,0.735,0.330,0.160,0.213,9
F,0.550,0.425,0.125,0.964,0.547,0.159,0.215,8
F,0.555,0.425,0.140,0.963,0.440,0.224,0.240,7
F,0.570,0.445,0.150,0.995,0.504,0.185,0.251,9
F,0.570,0.435,0.140,0.859,0.391,0.196,0.230,8
M,0.575,0.450,0.155,0.948,0.429,0.206,0.259,7
F,0.580,0.445,0.145,0.888,0.410,0.181,0.242,8
F,0.585,0.450,0.160,0.904,0.405,0.222,0.234,8
M,0.590,0.465,0.140,1.046,0.469,0.263,0.263,7
F,0.595,0.470,0.155,1.177,0.542,0.269,0.310,9
F,0.595,0.465,0.150,1.077,0.491,0.220,0.287,9
F,0.595,0.465,0.150,1.026,0.412,0.275,0.289,11
F,0.600,0.460,0.145,0.932,0.399,0.225,0.248,8
F,0.600,0.460,0.150,1.235,0.603,0.274,0.290,8
M,0.600,0.460,0.150,1.247,0.533,0.274,0.290,9
M,0.610,0.480,0.150,1.149,0.564,0.274,0.264,8
F,0.615,0.485,0.160,1.157,0.500,0.249,0.315,10
F,0.615,0.500,0.165,1.327,0.600,0.301,0.355,10
M,0.615,0.470,0.155,1.200,0.508,0.320,0.292,8
F,0.620,0.510,0.175,1.270,0.541,0.323,0.323,9
F,0.620,0.485,0.175,1.216,0.545,0.253,0.345,10
F,0.620,0.475,0.160,1.325,0.686,0.233,0.328,9
M,0.625,0.480,0.170,1.355,0.671,0.268,0.339,10
F,0.625,0.490,0.165,1.127,0.477,0.236,0.319,9
F,0.625,0.490,0.175,1.107,0.449,0.216,0.359,8
F,0.630,0.495,0.200,1.425,0.659,0.336,0.380,11
F,0.630,0.495,0.145,1.147,0.545,0.266,0.288,9
M,0.630,0.480,0.165,1.286,0.604,0.271,0.350,8
F,0.635,0.495,0.180,1.596,0.617,0.317,0.370,11
F,0.635,0.495,0.195,1.297,0.556,0.298,0.370,11
M,0.645,0.490,0.160,1.251,0.535,0.335,0.317,9
M,0.645,0.500,0.175,1.510,0.673,0.376,0.378,12
F,0.650,0.500,0.185,1.442,0.741,0.295,0.341,9
M,0.670,0.520,0.190,1.639,0.811,0.369,0.391,9
F,0.690,0.545,0.205,1.933,0.785,0.429,0.498,13
M,0.690,0.540,0.185,1.710,0.772,0.386,0.432,8
F,0.695,0.550,0.155,1.849,0.767,0.442,0.417,10
M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12
F,0.700,0.575,0.205,1.798,0.730,0.394,0.516,13
F,0.705,0.560,0.205,2.381,0.992,0.500,0.624,10
M,0.765,0.585,0.180,2.398,1.128,0.512,0.533,12
M,0.770,0.600,0.215,2.195,1.052,0.482,0.584,10
I,0.220,0.160,0.050,0.049,0.021,0.010,0.015,4
I,0.275,0.205,0.070,0.105,0.495,0.019,0.032,5
I,0.290,0.210,0.060,0.104,0.042,0.022,0.035,5
I,0.330,0.240,0.075,0.163,0.074,0.033,0.048,6
I,0.355,0.285,0.095,0.228,0.096,0.048,0.071,6
I,0.375,0.290,0.100,0.219,0.092,0.038,0.075,6
I,0.415,0.315,0.100,0.364,0.176,0.080,0.095,8
I,0.425,0.330,0.115,0.327,0.132,0.077,0.103,6
I,0.425,0.340,0.100,0.351,0.163,0.082,0.094,7
I,0.430,0.320,0.100,0.346,0.164,0.080,0.090,7
I,0.440,0.340,0.100,0.407,0.209,0.073,0.103,7
I,0.440,0.335,0.115,0.421,0.173,0.076,0.113,7
I,0.460,0.345,0.110,0.376,0.152,0.058,0.125,7
I,0.460,0.370,0.120,0.533,0.265,0.108,0.135,6
I,0.465,0.355,0.105,0.442,0.208,0.098,0.118,7
I,0.475,0.365,0.100,0.132,0.203,0.087,0.123,7
I,0.475,0.375,0.115,0.520,0.233,0.119,0.145,7
I,0.485,0.375,0.130,0.553,0.266,0.112,0.157,8
I,0.490,0.375,0.125,0.544,0.279,0.115,0.130,8
M,0.490,0.380,0.110,0.554,0.293,0.101,0.150,8
I,0.495,0.380,0.120,0.512,0.233,0.120,0.136,7
I,0.500,0.390,0.125,0.583,0.294,0.132,0.161,8
M,0.500,0.380,0.120,0.577,0.273,0.135,0.145,9
M,0.505,0.400,0.135,0.723,0.377,0.149,0.178,7
I,0.510,0.395,0.155,0.539,0.246,0.108,0.167,8
I,0.510,0.385,0.150,0.625,0.309,0.119,0.172,8
I,0.515,0.400,0.125,0.593,0.265,0.117,0.168,9
I,0.520,0.395,0.135,0.633,0.298,0.130,0.175,9
F,0.545,0.430,0.140,0.832,0.435,0.170,0.201,9
M,0.545,0.420,0.145,0.778,0.374,0.154,0.205,7
M,0.545,0.420,0.120,0.786,0.403,0.185,0.170,7
F,0.545,0.400,0.140,0.778,0.368,0.215,0.180,9
I,0.550,0.420,0.130,0.636,0.294,0.144,0.175,8
F,0.550,0.440,0.135,0.844,0.434,0.200,0.185,8
I,0.555,0.425,0.130,0.648,0.283,0.133,0.210,8
M,0.565,0.430,0.130,0.784,0.349,0.189,0.213,9
F,0.570,0.450,0.180,0.908,0.402,0.217,0.255,9
M,0.570,0.450,0.135,1.020,0.546,0.204,0.250,9
F,0.570,0.430,0.160,0.811,0.388,0.159,0.229,9
F,0.575,0.480,0.150,0.897,0.423,0.191,0.248,8
M,0.580,0.455,0.130,0.852,0.410,0.172,0.225,8
F,0.585,0.450,0.150,0.938,0.467,0.203,0.225,7
F,0.585,0.435,0.140,0.696,0.308,0.129,0.225,8
M,0.590,0.470,0.150,0.861,0.413,0.164,0.249,8
M,0.590,0.460,0.140,1.004,0.496,0.216,0.260,9
F,0.590,0.460,0.160,1.012,0.445,0.262,0.257,8
F,0.595,0.465,0.150,1.101,0.541,0.166,0.265,8
M,0.595,0.470,0.165,1.108,0.491,0.233,0.335,9
M,0.595,0.460,0.140,0.852,0.421,0.226,0.227,9
M,0.600,0.490,0.210,1.988,1.005,0.419,0.491,10
F,0.605,0.480,0.150,1.079,0.451,0.283,0.293,10
F,0.615,0.475,0.170,1.055,0.543,0.246,0.234,9
M,0.615,0.450,0.150,1.198,0.707,0.209,0.251,7
F,0.615,0.470,0.155,1.084,0.589,0.209,0.246,9
M,0.615,0.475,0.175,1.103,0.464,0.309,0.273,10
M,0.620,0.490,0.155,1.100,0.505,0.247,0.310,9
M,0.620,0.480,0.150,1.101,0.496,0.243,0.305,10
M,0.625,0.495,0.185,1.383,0.711,0.300,0.345,11
F,0.625,0.490,0.155,1.115,0.484,0.277,0.309,9
M,0.625,0.480,0.145,1.085,0.465,0.244,0.327,10
M,0.630,0.505,0.150,1.317,0.632,0.246,0.370,11
M,0.630,0.510,0.175,1.341,0.657,0.262,0.375,10
M,0.630,0.465,0.150,1.027,0.537,0.188,0.176,8
M,0.645,0.515,0.160,1.185,0.506,0.311,0.335,9
M,0.645,0.480,0.150,1.192,0.606,0.260,0.285,9
F,0.645,0.520,0.180,1.285,0.578,0.352,0.317,9
M,0.650,0.515,0.125,1.181,0.523,0.283,0.328,9
M,0.650,0.520,0.175,1.266,0.615,0.278,0.336,9
F,0.650,0.535,0.175,1.290,0.610,0.277,0.344,10
M,0.650,0.510,0.155,1.407,0.722,0.298,0.335,9
F,0.650,0.490,0.155,1.122,0.545,0.228,0.305,9
M,0.660,0.515,0.165,1.446,0.694,0.298,0.376,10
F,0.665,0.505,0.165,1.349,0.599,0.318,0.360,9
M,0.670,0.500,0.200,1.269,0.576,0.298,0.351,11
M,0.670,0.510,0.180,1.680,0.926,0.297,0.394,13
F,0.675,0.550,0.190,1.551,0.711,0.368,0.412,13
M,0.680,0.520,0.165,1.478,0.724,0.279,0.406,11
M,0.680,0.530,0.180,1.529,0.763,0.311,0.403,11
M,0.700,0.525,0.175,1.758,0.875,0.361,0.470,10
M,0.700,0.550,0.200,1.523,0.693,0.306,0.441,13
F,0.725,0.530,0.190,1.732,0.830,0.398,0.405,11
M,0.725,0.550,0.200,1.510,0.874,0.426,0.508,9
M,0.735,0.570,0.175,1.880,0.909,0.387,0.488,11
F,0.740,0.575,0.220,2.012,0.891,0.526,0.471,12
M,0.750,0.555,0.215,2.201,1.062,0.523,0.528,11
I,0.190,0.140,0.030,0.032,0.013,0.005,0.011,3
I,0.210,0.150,0.045,0.040,0.013,0.008,0.011,4
I,0.250,0.175,0.060,0.064,0.028,0.008,0.020,4
I,0.290,0.215,0.065,0.099,0.043,0.021,0.031,5
I,0.335,0.250,0.080,0.167,0.068,0.033,0.058,6
I,0.340,0.245,0.085,0.202,0.101,0.038,0.053,6
I,0.345,0.255,0.095,0.183,0.075,0.038,0.060,6
I,0.355,0.255,0.080,0.187,0.078,0.051,0.058,7
I,0.360,0.260,0.080,0.179,0.074,0.032,0.060,5
I,0.370,0.275,0.090,0.206,0.096,0.040,0.058,7
I,0.375,0.290,0.140,0.300,0.140,0.062,0.083,8
I,0.375,0.275,0.095,0.230,0.095,0.054,0.066,7
I,0.385,0.300,0.125,0.343,0.171,0.073,0.081,7
I,0.385,0.285,0.085,0.244,0.121,0.044,0.068,8
I,0.395,0.320,0.100,0.307,0.149,0.053,0.090,8
I,0.400,0.305,0.100,0.342,0.176,0.062,0.086,7
I,0.405,0.305,0.100,0.271,0.097,0.061,0.091,7
I,0.405,0.310,0.110,0.910,0.416,0.207,0.100,8
I,0.405,0.305,0.100,0.268,0.115,0.053,0.085,7
I,0.405,0.300,0.090,0.288,0.138,0.064,0.076,6
I,0.410,0.315,0.100,0.300,0.124,0.058,0.100,8
I,0.410,0.325,0.110,0.326,0.133,0.075,0.101,8
I,0.415,0.335,0.100,0.358,0.169,0.067,0.105,7
I,0.420,0.325,0.115,0.314,0.130,0.064,0.100,8
I,0.420,0.315,0.110,0.403,0.185,0.083,0.102,8
I,0.430,0.340,0.110,0.364,0.159,0.086,0.105,7
I,0.445,0.360,0.110,0.423,0.182,0.076,0.140,9
M,0.450,0.325,0.115,0.430,0.224,0.079,0.116,8
I,0.450,0.335,0.095,0.350,0.162,0.062,0.118,7
I,0.455,0.340,0.115,0.486,0.261,0.066,0.132,8
I,0.460,0.350,0.100,0.471,0.252,0.077,0.123,8
I,0.460,0.345,0.105,0.415,0.187,0.087,0.110,8
I,0.475,0.355,0.115,0.519,0.279,0.088,0.133,7
M,0.480,0.375,0.120,0.590,0.254,0.128,0.172,11
I,0.485,0.380,0.125,0.521,0.222,0.118,0.160,8
I,0.485,0.365,0.140,0.448,0.190,0.092,0.231,8
I,0.490,0.365,0.125,0.558,0.252,0.126,0.162,10
I,0.505,0.385,0.125,0.596,0.245,0.097,0.210,9
I,0.505,0.380,0.135,0.538,0.265,0.095,0.165,9
I,0.510,0.385,0.145,0.766,0.399,0.140,0.180,8
F,0.515,0.395,0.135,0.516,0.202,0.132,0.162,9
M,0.515,0.410,0.140,0.736,0.306,0.137,0.200,7
I,0.515,0.390,0.110,0.531,0.241,0.098,0.162,8
I,0.525,0.385,0.130,0.607,0.235,0.125,0.195,8
F,0.525,0.415,0.150,0.706,0.329,0.147,0.199,10
I,0.525,0.400,0.130,0.644,0.345,0.129,0.200,8
I,0.525,0.375,0.120,0.631,0.304,0.114,0.190,9
M,0.535,0.430,0.155,0.784,0.329,0.169,0.245,10
F,0.545,0.440,0.150,0.948,0.366,0.239,0.275,8
I,0.550,0.430,0.145,0.712,0.302,0.152,0.225,10
I,0.550,0.425,0.145,0.890,0.432,0.171,0.236,10
I,0.550,0.420,0.155,0.912,0.495,0.180,0.205,9
I,0.550,0.425,0.135,0.656,0.257,0.170,0.203,10
I,0.550,0.465,0.150,0.936,0.481,0.174,0.243,9
I,0.555,0.435,0.145,0.698,0.262,0.158,0.240,11
F,0.555,0.445,0.175,1.147,0.551,0.244,0.279,8
I,0.560,0.440,0.140,0.825,0.402,0.139,0.245,10
I,0.560,0.435,0.135,0.720,0.329,0.103,0.251,11
I,0.565,0.430,0.150,0.822,0.332,0.169,0.290,11
F,0.570,0.445,0.155,1.017,0.526,0.203,0.265,10
F,0.575,0.435,0.155,0.897,0.411,0.233,0.230,9
M,0.580,0.440,0.175,1.226,0.540,0.271,0.327,10
F,0.580,0.465,0.145,0.987,0.470,0.215,0.250,11
F,0.580,0.425,0.150,0.844,0.364,0.185,0.271,9
I,0.585,0.460,0.145,0.847,0.339,0.167,0.295,10
M,0.585,0.465,0.165,0.885,0.403,0.163,0.274,10
I,0.585,0.420,0.145,0.673,0.289,0.135,0.220,9
F,0.585,0.455,0.130,0.875,0.411,0.206,0.225,8
M,0.590,0.470,0.145,0.923,0.455,0.173,0.254,9
M,0.590,0.475,0.140,0.977,0.463,0.203,0.275,10
M,0.595,0.475,0.140,1.030,0.492,0.217,0.278,10
M,0.600,0.480,0.090,1.050,0.457,0.269,0.280,8
M,0.600,0.495,0.185,1.115,0.505,0.264,0.367,11
M,0.600,0.450,0.145,0.877,0.432,0.155,0.240,9
M,0.600,0.510,0.185,1.285,0.610,0.275,0.315,9
M,0.610,0.480,0.185,1.306,0.690,0.291,0.290,10
F,0.610,0.450,0.130,0.873,0.389,0.172,0.272,11
F,0.615,0.460,0.150,1.026,0.493,0.201,0.275,10
F,0.620,0.465,0.140,1.161,0.601,0.220,0.307,9
F,0.620,0.480,0.165,1.012,0.532,0.436,0.324,10
M,0.625,0.500,0.140,1.096,0.544,0.216,0.295,10
M,0.625,0.490,0.165,1.205,0.517,0.310,0.346,10
M,0.630,0.505,0.175,1.221,0.555,0.252,0.340,12
F,0.630,0.475,0.155,1.000,0.452,0.252,0.265,10
M,0.630,0.470,0.150,1.135,0.539,0.233,0.311,12
M,0.630,0.525,0.195,1.313,0.493,0.257,0.465,10
M,0.640,0.505,0.155,1.196,0.556,0.211,0.346,11
M,0.640,0.485,0.150,1.098,0.519,0.222,0.318,10
M,0.640,0.495,0.170,1.139,0.539,0.282,0.285,10
F,0.640,0.495,0.170,1.226,0.490,0.377,0.287,11
M,0.640,0.515,0.080,1.042,0.515,0.175,0.175,10
M,0.650,0.520,0.155,1.368,0.619,0.288,0.365,9
M,0.650,0.510,0.175,1.446,0.648,0.271,0.450,12
F,0.660,0.505,0.190,1.405,0.625,0.338,0.374,9
F,0.660,0.525,0.200,1.463,0.652,0.299,0.422,11
F,0.675,0.525,0.170,1.711,0.837,0.352,0.475,9
M,0.700,0.540,0.205,1.740,0.788,0.373,0.486,13
F,0.705,0.540,0.205,1.757,0.827,0.417,0.461,9
M,0.710,0.565,0.200,1.601,0.706,0.321,0.450,11
M,0.720,0.550,0.205,2.165,1.105,0.525,0.404,10
M,0.725,0.570,0.190,2.330,1.253,0.541,0.520,9
I,0.240,0.170,0.050,0.054,0.021,0.016,0.015,5
I,0.255,0.195,0.055,0.072,0.029,0.017,0.021,4
I,0.275,0.200,0.055,0.092,0.038,0.021,0.026,4
I,0.320,0.235,0.090,0.183,0.098,0.034,0.042,7
I,0.325,0.240,0.075,0.152,0.072,0.065,0.043,6
I,0.330,0.225,0.075,0.187,0.095,0.040,0.043,7
I,0.360,0.270,0.090,0.232,0.120,0.043,0.056,8
I,0.375,0.265,0.095,0.196,0.085,0.042,0.059,5
I,0.375,0.285,0.090,0.255,0.119,0.059,0.068,6
I,0.390,0.290,0.090,0.263,0.117,0.054,0.077,7
I,0.450,0.335,0.105,0.362,0.158,0.080,0.110,7
I,0.455,0.350,0.105,0.445,0.213,0.107,0.112,7
I,0.460,0.365,0.115,0.511,0.236,0.118,0.123,7
I,0.495,0.375,0.120,0.589,0.307,0.121,0.141,8
M,0.500,0.365,0.130,0.595,0.309,0.108,0.153,9
I,0.500,0.375,0.120,0.529,0.224,0.123,0.160,8
M,0.520,0.400,0.105,0.872,0.452,0.162,0.199,9
I,0.520,0.395,0.145,0.770,0.424,0.142,0.190,7
F,0.525,0.430,0.135,0.844,0.432,0.180,0.181,9
M,0.535,0.405,0.140,0.818,0.402,0.172,0.189,7
F,0.540,0.420,0.140,0.803,0.380,0.180,0.210,9
F,0.540,0.415,0.150,0.811,0.388,0.188,0.203,9
F,0.570,0.425,0.130,0.782,0.369,0.174,0.197,8
M,0.570,0.420,0.140,0.875,0.416,0.165,0.250,8
M,0.580,0.445,0.160,0.984,0.490,0.201,0.270,9
F,0.580,0.445,0.135,0.950,0.484,0.182,0.233,8
M,0.590,0.470,0.155,1.173,0.625,0.233,0.260,9
F,0.590,0.455,0.150,0.976,0.465,0.205,0.277,10
M,0.590,0.485,0.155,1.079,0.454,0.243,0.310,9
M,0.595,0.435,0.160,1.057,0.425,0.224,0.310,9
M,0.600,0.475,0.175,1.110,0.510,0.256,0.285,9
M,0.600,0.450,0.160,1.142,0.539,0.225,0.307,10
M,0.605,0.475,0.190,1.125,0.590,0.247,0.260,10
F,0.620,0.480,0.170,1.105,0.535,0.250,0.287,10
M,0.625,0.475,0.175,1.341,0.656,0.283,0.337,10
M,0.625,0.500,0.130,1.082,0.579,0.204,0.250,8
F,0.625,0.485,0.160,1.254,0.591,0.259,0.348,9
M,0.630,0.490,0.165,1.200,0.575,0.273,0.294,10
M,0.630,0.485,0.160,1.243,0.623,0.275,0.300,10
F,0.635,0.510,0.185,1.286,0.526,0.295,0.410,12
F,0.645,0.490,0.160,1.167,0.493,0.316,0.299,9
F,0.645,0.490,0.160,1.144,0.501,0.289,0.319,8
F,0.650,0.525,0.190,1.385,0.887,0.309,0.405,11
F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
F,0.655,0.515,0.170,1.527,0.849,0.264,0.331,11
M,0.665,0.515,0.190,1.639,0.831,0.357,0.371,11
M,0.695,0.540,0.195,1.691,0.768,0.363,0.475,11
F,0.720,0.565,0.180,1.719,0.847,0.407,0.388,11
F,0.720,0.550,0.180,1.520,0.637,0.325,0.435,10
F,0.720,0.565,0.170,1.613,0.723,0.326,0.494,12
M,0.735,0.570,0.210,2.236,1.171,0.463,0.531,10
M,0.740,0.595,0.190,2.324,1.149,0.511,0.505,11
I,0.310,0.230,0.070,0.124,0.051,0.026,0.038,6
I,0.315,0.235,0.075,0.129,0.051,0.028,0.041,4
I,0.320,0.205,0.080,0.181,0.088,0.034,0.050,5
I,0.325,0.250,0.075,0.159,0.075,0.030,0.045,6
I,0.335,0.260,0.090,0.197,0.087,0.041,0.056,7
I,0.370,0.280,0.085,0.198,0.081,0.045,0.058,5
I,0.370,0.270,0.090,0.185,0.070,0.043,0.065,7
I,0.375,0.280,0.085,0.214,0.086,0.049,0.072,7
I,0.400,0.315,0.090,0.325,0.151,0.073,0.088,8
I,0.410,0.305,0.095,0.263,0.100,0.051,0.090,6
I,0.425,0.340,0.100,0.371,0.150,0.086,0.115,8
I,0.435,0.335,0.095,0.298,0.109,0.058,0.115,7
I,0.445,0.310,0.090,0.336,0.155,0.090,0.086,7
I,0.460,0.360,0.140,0.447,0.161,0.087,0.160,9
F,0.465,0.350,0.110,0.408,0.165,0.102,0.131,8
I,0.470,0.385,0.130,0.587,0.264,0.117,0.174,8
I,0.475,0.375,0.110,0.494,0.211,0.109,0.154,8
I,0.495,0.375,0.120,0.614,0.285,0.137,0.161,8
I,0.500,0.390,0.130,0.507,0.211,0.104,0.175,9
I,0.500,0.370,0.120,0.544,0.249,0.106,0.152,8
I,0.505,0.425,0.125,0.612,0.245,0.138,0.200,9
I,0.505,0.400,0.125,0.560,0.226,0.143,0.170,8
M,0.505,0.365,0.115,0.521,0.250,0.096,0.150,8
I,0.510,0.400,0.145,0.578,0.231,0.143,0.177,9
I,0.510,0.400,0.125,0.594,0.239,0.130,0.204,8
I,0.520,0.400,0.110,0.597,0.293,0.116,0.160,8
M,0.520,0.465,0.150,0.951,0.456,0.199,0.255,8
I,0.530,0.380,0.125,0.616,0.292,0.113,0.185,8
M,0.530,0.405,0.150,0.832,0.352,0.187,0.253,10
F,0.535,0.445,0.125,0.873,0.417,0.199,0.240,8
I,0.540,0.425,0.130,0.816,0.367,0.137,0.246,11
I,0.540,0.415,0.110,0.619,0.276,0.150,0.176,10
I,0.545,0.430,0.130,0.759,0.358,0.153,0.205,8
I,0.545,0.430,0.150,0.742,0.352,0.158,0.208,10
I,0.550,0.435,0.165,0.804,0.340,0.194,0.244,8
I,0.550,0.425,0.130,0.664,0.270,0.163,0.210,8
F,0.550,0.435,0.140,0.745,0.347,0.174,0.227,9
I,0.560,0.430,0.130,0.728,0.336,0.143,0.217,8
I,0.560,0.435,0.130,0.777,0.354,0.173,0.222,9
F,0.575,0.425,0.150,0.876,0.455,0.180,0.228,8
I,0.575,0.455,0.160,0.990,0.495,0.195,0.246,9
M,0.575,0.450,0.165,0.966,0.498,0.190,0.230,8
M,0.580,0.465,0.150,0.906,0.371,0.197,0.290,8
M,0.580,0.460,0.150,1.049,0.520,0.194,0.305,10
F,0.580,0.450,0.170,0.971,0.462,0.232,0.248,9
F,0.580,0.450,0.150,0.920,0.393,0.212,0.289,9
M,0.580,0.445,0.150,0.953,0.431,0.195,0.287,11
F,0.580,0.440,0.125,0.785,0.363,0.196,0.195,11
I,0.585,0.450,0.135,0.855,0.380,0.187,0.260,9
M,0.590,0.500,0.150,1.142,0.485,0.265,0.345,9
I,0.590,0.460,0.125,0.755,0.334,0.150,0.238,9
I,0.590,0.475,0.145,0.975,0.468,0.207,0.259,10
M,0.595,0.470,0.155,1.202,0.492,0.387,0.265,10
M,0.595,0.460,0.170,1.129,0.570,0.256,0.265,10
I,0.600,0.445,0.135,0.920,0.445,0.203,0.253,9
F,0.600,0.480,0.170,1.056,0.458,0.243,0.314,10
M,0.600,0.450,0.195,1.340,0.617,0.326,0.360,10
F,0.600,0.450,0.150,0.963,0.438,0.223,0.278,9
M,0.600,0.465,0.165,1.048,0.465,0.234,0.315,11
F,0.605,0.495,0.170,1.091,0.436,0.272,0.335,13
M,0.605,0.490,0.180,1.167,0.457,0.290,0.374,9
I,0.605,0.480,0.155,1.000,0.425,0.199,0.300,10
I,0.610,0.425,0.155,1.048,0.507,0.196,0.274,11
F,0.610,0.470,0.195,1.274,0.469,0.332,0.398,12
M,0.610,0.480,0.140,1.062,0.516,0.225,0.291,11
I,0.610,0.490,0.160,1.155,0.587,0.238,0.291,11
F,0.615,0.475,0.175,1.194,0.559,0.259,0.317,11
